Language Command,LTL Formula
go into the red room and push the chair into the green room,F & R F Z
go to the red room push the object into the green room,F & R F Z
go to the red room take the object and go into the green room,F & R F Z
go to the orange room then push the chair from the orange room into the green room,F & R F Z
go to the pink room room and push the object into the green room,F & R F Z
go into the red room and push the chair into the green room,F & R F Z
go to the red room move the yellow thing into the green room,F & R F Z
move to the red room move the yellow item to the green room,F & R F Z
go to pink room locate yellow object push to the green room,F & R F Z
go to the pink room go the yellow chair push the yellow chair to the green room,F & R F Z
go to the pink room and push the yellow object into the green room,F & R F Z
move to the red room and push the chair into the green room,F & R F Z
move to the red room move to the object in the red room move the object to the green room,F & R F Z
go to the red room and push the chair into the green room,F & R F Z
go to the red room take the yellow color object from there and go to green room with this object,F & R F Z
go from blue room to the red room go under object and move it to the green room,F & R F Z
move to pink room and get object and move to green room,F & R F Z
leave the blue room and go into the red room then go to the object in the red room and move the object into the green room,F & R F Z
go to red room move the item and go to green room,F & R F Z
go to the red room and push the yellow thing into the green room,F & R F Z
move to the red room then move with the object to the green room,F & R F Z
go into the red room then push the chair into the green room,F & R F Z
move to the red room and then push the object into the green room,F & R F Z
goto red room push object to green room,F & R F Z
go to red room push object to green room,F & R F Z
go to red room get chair bring to green room,F & R F Z
go to red room go to far wall go to chair push chair to green room,F & R F Z
go to the green room but avoid the blue room,& F C G ! B
go to green without going through blue,& F C G ! B
enter the green room without passing the blue one,& F C G ! B
avoid the blue room and move to the green room,& F C G ! B
avoid the blue room to get to the green room,& F C G ! B
pass through the non blue room to reach the green room,& F C G ! B
avoid the blue room when proceeding to the green room,& F C G ! B
go to the green room but avoid using the blue room,& F C G ! B
go to the green room but don t go through the blue room,& F C G ! B
enter the room that isn t blue then go to the green room,& F C G ! B
go through the room that is not blue to the green room,& F C G ! B
enter the green room without entering a blue room,& F C G ! B
go to the red room or the yellow room and head straight away to the green room avoiding the blue room,& F C G ! B
go to green but not through blue,& F C G ! B
go to green room avoiding blue,& F C G ! B
don t go through the blue room towards the green room,& F C G ! B
go to green area avoiding blue area,& F C G ! B
go to the green room while avoiding the blue room on the way,& F C G ! B
go to the green room but do not take the blue room to get there,& F C G ! B
avoiding blue navigate to green,& F C G ! B
only go through rooms that are not blue to get to the green room,& F C G ! B
walk through any room except the blue room to enter the green room,& F C G ! B
move to the large green room while avoiding the small blue room,& F C G ! B
drive through the room that is not blue and enter the green room on the other side,& F C G ! B
go through the room which is not blue to get to the green room,& F C G ! B
get to the green area by avoiding the blue room,& F C G ! B
go to green area by avoiding blue area,& F C G ! B
enter the room that isn t blue and proceed through to the green room,& F C G ! B
go into green room but avoid blue room,& F C G ! B
go to the green room while avoiding the blue room,& F C G ! B
move to the green room without using the blue room,& F C G ! B
go to the green room while avoiding the blue room,& F C G ! B
avoid the blue room to reach the green room,& F C G ! B
go to the green room without entering a blue room,& F C G ! B
travel to the green room without going through the blue room,& F C G ! B
travel to the green room through the room that isn t blue,& F C G ! B
go to the green room through the room that is not blue,& F C G ! B
enter any room that isn t blue to end up in the green room,& F C G ! B
go into the green room but do not enter the blue room,& F C G ! B
go to the green room without passing through the blue room,& F C G ! B
go through the room that isn t blue and enter the green room,& F C G ! B
avoid the blue room and continue to the green room,& F C G ! B
go to the green room while avoiding the blue room,& F C G ! B
move to the large green room while avoiding the small blue room,& F C G ! B
go towards the green room while avoiding the blue room,& F C G ! B
pass through the non blue room to enter the green room,& F C G ! B
go to the green room but do not enter the blue room,& F C G ! B
go to the green room while avoiding the blue room on the way,& F C G ! B
go to green without going through blue,& F C G ! B
move to the green room without entering a blue room,& F C G ! B
go to the green room through the red or blue room,F & | R B F C
go to red or blue then green,F & | R B F C
avoid the yellow room and enter the green room through either the red or blue room,F & | R B F C
go to the blue room or the red room and head straight away to the green room avoiding the yellow room,F & | R B F C
go to the green room either through the red room or through the blue room only,F & | R B F C
go through either a red or blue room to enter the green room,F & | R B F C
go through the blue room or the red room to get to the green room,F & | R B F C
go thru the blue or red box to get to the green box,F & | R B F C
pass through either the blue or red room to reach the green room,F & | R B F C
move from the pink box into the green box by way of the blue or red box avoiding the yellow box,F & | R B F C
go through blue or red to get to green,F & | R B F C
go through the red or the blue room to get to the green room,F & | R B F C
go through the red or blue room to get to the green room,F & | R B F C
go to green rectangle thru blue or red square but not yellow,F & | R B F C
the robot must move through the red or blue room to get to the green room,F & | R B F C
go through the blue or red room to the green room,F & | R B F C
enter the green room through either the red or or blue rooms,F & | R B F C
go through the red and blue room to the green room,F & | R B F C
go through the red or blue room to enter the green room,F & | R B F C
enter the blue or red room and proceed until the green room,F & | R B F C
move toward either the red or blue room then into the green room,F & | R B F C
go through the red or blue room to the green room,F & | R B F C
go through either the red or blue room to reach the green room,F & | R B F C
take the red or blue room into the green room,F & | R B F C
