Language Command,LTL Formula
go to green area avoiding blue area,& F green_room G ! blue_room
go to the green room while avoiding the blue room on the way,& F green_room G ! blue_room
go to the green room but do not take the blue room to get there,& F green_room G ! blue_room
avoiding blue navigate to green,& F green_room G ! blue_room
only go through rooms that are not blue to get to the green room,& F green_room G ! blue_room
walk through any room except the blue room to enter the green room,& F green_room G ! blue_room
move to the large green room while avoiding the small blue room,& F green_room G ! blue_room
drive through the room that is not blue and enter the green room on the other side,& F green_room G ! blue_room
go through the room which is not blue to get to the green room,& F green_room G ! blue_room
get to the green area by avoiding the blue room,& F green_room G ! blue_room
go to green area by avoiding blue area,& F green_room G ! blue_room
enter the room that is not blue and proceed through to the green room,& F green_room G ! blue_room
go into green room but avoid blue room,& F green_room G ! blue_room
go to the green room while avoiding the blue room,& F green_room G ! blue_room
move to the green room without using the blue room,& F green_room G ! blue_room
go to the green room while avoiding the blue room,& F green_room G ! blue_room
avoid the blue room to reach the green room,& F green_room G ! blue_room
go to the green room without entering a blue room,& F green_room G ! blue_room
travel to the green room without going through the blue room,& F green_room G ! blue_room
travel to the green room through the room that is not blue,& F green_room G ! blue_room
go to the green room through the room that is not blue,& F green_room G ! blue_room
enter any room that is not blue to end up in the green room,& F green_room G ! blue_room
go into the green room but do not enter the blue room,& F green_room G ! blue_room
go to the green room without passing through the blue room,& F green_room G ! blue_room
go through the room that is not blue and enter the green room,& F green_room G ! blue_room
avoid the blue room and continue to the green room,& F green_room G ! blue_room
go to the green room while avoiding the blue room,& F green_room G ! blue_room
move to the large green room while avoiding the small blue room,& F green_room G ! blue_room
go towards the green room while avoiding the blue room,& F green_room G ! blue_room
pass through the non blue room to enter the green room,& F green_room G ! blue_room
go to the green room but do not enter the blue room,& F green_room G ! blue_room
go to the green room while avoiding the blue room on the way,& F green_room G ! blue_room
go to green without going through blue,& F green_room G ! blue_room
move to the green room without entering a blue room,& F green_room G ! blue_room
go to the green room through the red or blue room,F & | red_room blue_room F green_room
go to red or blue then green,F & | red_room blue_room F green_room
avoid the yellow room and enter the green room through either the red or blue room,F & | red_room blue_room F green_room
go to the blue room or the red room and head straight away to the green room avoiding the yellow room,F & | red_room blue_room F green_room
go to the green room either through the red room or through the blue room only,F & | red_room blue_room F green_room
go through either a red or blue room to enter the green room,F & | red_room blue_room F green_room
go through the blue room or the red room to get to the green room,F & | red_room blue_room F green_room
go thru the blue or red box to get to the green box,F & | red_room blue_room F green_room
pass through either the blue or red room to reach the green room,F & | red_room blue_room F green_room
move from the pink box into the green box by way of the blue or red box avoiding the yellow box,F & | red_room blue_room F green_room
go through blue or red to get to green,F & | red_room blue_room F green_room
go through the red or the blue room to get to the green room,F & | red_room blue_room F green_room
go through the red or blue room to get to the green room,F & | red_room blue_room F green_room
go to green rectangle thru blue or red square but not yellow,F & | red_room blue_room F green_room
the robot must move through the red or blue room to get to the green room,F & | red_room blue_room F green_room
go through the blue or red room to the green room,F & | red_room blue_room F green_room
enter the green room through either the red or or blue rooms,F & | red_room blue_room F green_room
go through the red or blue room to the green room,F & | red_room blue_room F green_room
go through the red or blue room to enter the green room,F & | red_room blue_room F green_room
enter the blue or red room and proceed until the green room,F & | red_room blue_room F green_room
move toward either the red or blue room then into the green room,F & | red_room blue_room F green_room
go through the red or blue room to the green room,F & | red_room blue_room F green_room
go through either the red or blue room to reach the green room,F & | red_room blue_room F green_room
take the red or blue room into the green room,F & | red_room blue_room F green_room
