nl_command,ltl,map_name
Go straight to Catfish Station,F ( catfish_station ),Houston
Travel to Catfish Station but avoid Viet's Express.,F ( catfish_station ),Houston
move to Catfish Station and avoid Viet's Express,F ( catfish_station ),Houston
Navigate West on La Concha Lane and arrive at Catfish Station without going near TGF Hair Salon.,F ( catfish_station ),Houston
Navigate to the Catfish Station while avoiding Viet's Express.,F ( catfish_station ),Houston
Go to Catfish Station.,F ( catfish_station ),Houston
Navigate to Viet's Express while passing through Catfish Station.,F ( catfish_station & F ( viet's_express ) ),Houston
Go straight until you reach Catfish station and then head northeast to Wet's Express.,F ( catfish_station & F ( viet's_express ) ),Houston
"Move to Viet's Express, but go to Catfish Station first.",F ( catfish_station & F ( viet's_express ) ),Houston
"Make your way to Catfish Station and stop, then make your next stop at Viet's Express",F ( catfish_station & F ( viet's_express ) ),Houston
Proceed through the restaurant and make your way to Viet's Express.,F ( catfish_station & F ( viet's_express ) ),Houston
Go to the Cajun restaurant and then to Viet's Express,F ( catfish_station & F ( viet's_express ) ),Houston
Move to the Cajun restaurant and then to the Vietnamese restaurant.,F ( catfish_station & F ( viet's_express ) ),Houston
Navigate straight ahead to the Catfish Station and then travel northeast until you arrive at the Viet's Express.,F ( catfish_station & F ( viet's_express ) ),Houston
Go to Catfish Station while on your way to Viet's Express,F ( catfish_station & F ( viet's_express ) ),Houston
Proceed to Catfish Station and take a sharp right  45 degree turn.,F ( catfish_station & F ( viet's_express ) ),Houston
Travel directly to TGF Hair Salon then go to Catfish Station.,F ( tgf_hair_salon & F ( catfish_station ) ),Houston
Pass the Hair Salon and land at your destination Catfish Station.,F ( tgf_hair_salon & F ( catfish_station ) ),Houston
"Head to TGF Hair Salon, then go to Catfish Station.",F ( tgf_hair_salon & F ( catfish_station ) ),Houston
Navigate to the Catfish Station from the TGF Hair Salon,F ( tgf_hair_salon & F ( catfish_station ) ),Houston
Go to TGF Hair Salon while on your way to Catfish Station,F ( tgf_hair_salon & F ( catfish_station ) ),Houston
Navigate to Catfish Station while passing through TGF Hair Salon.,F ( tgf_hair_salon & F ( catfish_station ) ),Houston
Make a stop at TGF Hair Salon on the way to Catfish Station,F ( tgf_hair_salon & F ( catfish_station ) ),Houston
Navigate to TGF hair salon on your way to the Cajun restaurant.,F ( tgf_hair_salon & F ( catfish_station ) ),Houston
Move to Catfish station but be sure to proceed through TGF hair salon.,F ( tgf_hair_salon & F ( catfish_station ) ),Houston
Go straight to TGF Hair Salon and then go northeast to Catfish Station.,F ( tgf_hair_salon & F ( catfish_station ) ),Houston
"Navigate to the hair salon, but avoid Catfish Station.",F ( tgf_hair_salon & ~ catfish_station ),Houston
avoid the cajun restaurant on the way to the salon,F ( tgf_hair_salon & ~ catfish_station ),Houston
Avoid Catfish Station on your way to TGF Hair Salon.,F ( tgf_hair_salon & ~ catfish_station ),Houston
Avoid the Cajun restaurant and go to the hair salon.,F ( tgf_hair_salon & ~ catfish_station ),Houston
Avoid Catfish Station and then turn left to TGF Hair Salon.,F ( tgf_hair_salon & ~ catfish_station ),Houston
Navigate to the TGF Hair Salon and avoid Catfish Station,F ( tgf_hair_salon & ~ catfish_station ),Houston
Navigate to the TGF Hair Salon while avoiding the Catfish Station.,F ( tgf_hair_salon & ~ catfish_station ),Houston
Go around the Catfish Station to reach your destination at TGF Hair Salon,F ( tgf_hair_salon & ~ catfish_station ),Houston
Avoid Catfish Station while on your way to TGF Hair Salon,F ( tgf_hair_salon & ~ catfish_station ),Houston
Bypass the restaurant and enter the hair salon.,F ( tgf_hair_salon & ~ catfish_station ),Houston
Avoid Viet's Express and navigate to TGF Hair Salon,F ( tgf_hair_salon & ~ viet's_express ),Houston
Navigate to TGF Hair Salon while avoiding Catfish Station.,F ( tgf_hair_salon & ~ viet's_express ),Houston
Bypass Viet's Express and go to TGF Hair salon,F ( tgf_hair_salon & ~ viet's_express ),Houston
Avoid Viet's Express on your way to TGT Hair Salon.,F ( tgf_hair_salon & ~ viet's_express ),Houston
Go around Viet's Express on your way to TGF Hair Salon.,F ( tgf_hair_salon & ~ viet's_express ),Houston
Veer slightly left at Viet's Express and continue to the hair salon.,F ( tgf_hair_salon & ~ viet's_express ),Houston
On your way to TGF Hair Salon avoid Viet's Express.,F ( tgf_hair_salon & ~ viet's_express ),Houston
Avoid Viet's Express while on your way to TGF Hair Salon,F ( tgf_hair_salon & ~ viet's_express ),Houston
Avoid Wet's Express on the way to TGF Hair Salon.,F ( tgf_hair_salon & ~ viet's_express ),Houston
avoid the Vietnamese restaurant on the way to the hair salon,F ( tgf_hair_salon & ~ viet's_express ),Houston
Go around Viet's Express and head to Catfish Station,F ( catfish_station & ~ viet's_express ),Houston
Head towards Catfish Station while avoiding the Vietnamese restaurant.,F ( catfish_station & ~ viet's_express ),Houston
Avoid Viet's Express on your way to Catfish station.,F ( catfish_station & ~ viet's_express ),Houston
Avoid Viet's Express on your way to Catfish Station.,F ( catfish_station & ~ viet's_express ),Houston
Navigate to Catfish Station while avoiding Viet's Express.,F ( catfish_station & ~ viet's_express ),Houston
Avoid the Vietnamese restaurant as you navigate to Catfish Station.,F ( catfish_station & ~ viet's_express ),Houston
Turn left at Wet's Express and then head straight to Catfish Station.,F ( catfish_station & ~ viet's_express ),Houston
Avoid Viet's Express while on your way to Catfish Station,F ( catfish_station & ~ viet's_express ),Houston
"Travel to Viet's Express, and then navigate to Catfish Station.",F ( catfish_station & ~ viet's_express ),Houston
Avoid Viet's express and navigate to Catfish Station,F ( catfish_station & ~ viet's_express ),Houston
Avoid Catfish Station on the way to TGF Hair Salon.,F ( viet's_express & F ( tgf_hair_salon ) ),Houston
Navigate to Viet 's Express on your way to TGT Hair Salon.,F ( viet's_express & F ( tgf_hair_salon ) ),Houston
Avoid Catfish Station while on your way to TGF Hair Salon,F ( viet's_express & F ( tgf_hair_salon ) ),Houston
Go straight to Wet's Express and then turn left to TGF Hair Salon.,F ( viet's_express & F ( tgf_hair_salon ) ),Houston
Take the most direct route to Viet's Express then continue southwest to TGF Hair Salon.,F ( viet's_express & F ( tgf_hair_salon ) ),Houston
Please go to Viet's Express and then head to TGF Hair Salon,F ( viet's_express & F ( tgf_hair_salon ) ),Houston
Navigate through Viet's Express and enter the TGF Hair salon,F ( viet's_express & F ( tgf_hair_salon ) ),Houston
go to the vietnamese restaurant and then the hair salon,F ( viet's_express & F ( tgf_hair_salon ) ),Houston
Visit Viet's Express restaurant on your way to the Hair Salon,F ( viet's_express & F ( tgf_hair_salon ) ),Houston
Navigate to the vietnamese restaurant and then to the hair salon.,F ( viet's_express & F ( tgf_hair_salon ) ),Houston
Enter tomo Sushi,F ( tomo_sushi&ramen ),Philadelphia #1
Navigate straight to Tomo Sushi and Ramen.,F ( tomo_sushi&ramen ),Philadelphia #1
Avoid Briar Vintage while on your way to Tomo Sushi and Ramen,F ( tomo_sushi&ramen ),Philadelphia #1
go to the sushi restaurant,F ( tomo_sushi&ramen ),Philadelphia #1
Turn right across Arch Street until you reach Tomo Sushi & Ramen.,F ( tomo_sushi&ramen ),Philadelphia #1
"Go to Tomo Sushi & Ramen, avoiding the intersection.",F ( tomo_sushi&ramen ),Philadelphia #1
"Do not turn towardsBriar Village, go straight instead to Tomo Sushi & Ramen.",F ( tomo_sushi&ramen ),Philadelphia #1
"Make a slight loop to head to your destination, which is Tomo Sushi & Ramen",F ( tomo_sushi&ramen ),Philadelphia #1
Navigate to Tomo Sushi & Ramen while avoiding Briar Vintage.,F ( tomo_sushi&ramen ),Philadelphia #1
Stay away from Briar Vintage on your way to the sushi restaurant.,F ( tomo_sushi&ramen ),Philadelphia #1
Make your way through the sush restaurant and then enter Tribal home.,F ( tomo_sushi&ramen & F ( tribal_home_(interiors) ) ),Philadelphia #1
Go to Tomo Sushi and Ramen while on your way to Tribal Home Interiors,F ( tomo_sushi&ramen & F ( tribal_home_(interiors) ) ),Philadelphia #1
Go to the sushi restaurant then to the art gallery.,F ( tomo_sushi&ramen & F ( tribal_home_(interiors) ) ),Philadelphia #1
Tomo Sushi and Ramen is the first stop on your route.,F ( tomo_sushi&ramen & F ( tribal_home_(interiors) ) ),Philadelphia #1
Go to the sushi restaurant and then to the art gallery,F ( tomo_sushi&ramen & F ( tribal_home_(interiors) ) ),Philadelphia #1
Turn left to Tomo Sushi & Ramen before heading southwest to Tribal Home.,F ( tomo_sushi&ramen & F ( tribal_home_(interiors) ) ),Philadelphia #1
Go to Tribal Home Interiors just before Briar Village.,F ( tomo_sushi&ramen & F ( tribal_home_(interiors) ) ),Philadelphia #1
"Make your way to Tomo Sushi & Ramen, then head to Tribal Home",F ( tomo_sushi&ramen & F ( tribal_home_(interiors) ) ),Philadelphia #1
Navigate to Tribal Home (Interiors) while passing through Tomo Sushi & Ramen.,F ( tomo_sushi&ramen & F ( tribal_home_(interiors) ) ),Philadelphia #1
First go to the Japanese restaurant and then visit Tribal Home interiors.,F ( tomo_sushi&ramen & F ( tribal_home_(interiors) ) ),Philadelphia #1
Enter Tribal home on your way to Briar Vintage.,F ( tribal_home_(interiors) & F ( briar_vintage ) ),Philadelphia #1
Navigate to Tribal Home and then to Briar Village.,F ( tribal_home_(interiors) & F ( briar_vintage ) ),Philadelphia #1
Go to Tribal Home Interiors while on your way to Briar Vintage,F ( tribal_home_(interiors) & F ( briar_vintage ) ),Philadelphia #1
Travel to the art gallery followed by the clothing store.,F ( tribal_home_(interiors) & F ( briar_vintage ) ),Philadelphia #1
Go straight to Tribal home and then turn left to Briar Vintage.,F ( tribal_home_(interiors) & F ( briar_vintage ) ),Philadelphia #1
"Go to Tribal Home, then go to Briar Vintage.",F ( tribal_home_(interiors) & F ( briar_vintage ) ),Philadelphia #1
Go to Tribal Home (interiors) then go directly to Briar Vintage.,F ( tribal_home_(interiors) & F ( briar_vintage ) ),Philadelphia #1
Make your first stop at Tribal Home before making your next stop at Briar Vintage,F ( tribal_home_(interiors) & F ( briar_vintage ) ),Philadelphia #1
Go around Tribal Home to show up at the vintage clothing store in PA.,F ( tribal_home_(interiors) & F ( briar_vintage ) ),Philadelphia #1
Go to Tribal Home and then go over to Briar Vintage.,F ( tribal_home_(interiors) & F ( briar_vintage ) ),Philadelphia #1
Make your way to Tribal home while passing the clothing store.,F ( tribal_home_(interiors) & ~ briar_vintage ),Philadelphia #1
Avoid Briar Vintage while on your way to Tribal Home Interiors,F ( tribal_home_(interiors) & ~ briar_vintage ),Philadelphia #1
Proceed to the art gallery while avoiding Briar Vintage.,F ( tribal_home_(interiors) & ~ briar_vintage ),Philadelphia #1
Navigate to Tribal Home (interiors) while avoiding Briar Vintage.,F ( tribal_home_(interiors) & ~ briar_vintage ),Philadelphia #1
avoid the vintage clothing store on the way to the art gallery,F ( tribal_home_(interiors) & ~ briar_vintage ),Philadelphia #1
Avoid Briar Vintage while heading south to Tribal Home.,F ( tribal_home_(interiors) & ~ briar_vintage ),Philadelphia #1
Head to Tribal Home avoiding Briar Vintage on the way.,F ( tribal_home_(interiors) & ~ briar_vintage ),Philadelphia #1
Go around Briar Vintage on your way to Tribal Home.,F ( tribal_home_(interiors) & ~ briar_vintage ),Philadelphia #1
Go around Briar Vintage before stopping at Tribal Home,F ( tribal_home_(interiors) & ~ briar_vintage ),Philadelphia #1
Navigate to Tribal Home Interiors while avoiding Briar Vintage.,F ( tribal_home_(interiors) & ~ briar_vintage ),Philadelphia #1
go to Briar vintage while avoiding Tribal Homes,F ( briar_vintage & ~ tribal_home_(interiors) ),Philadelphia #1
Navigate to Briar Vintage avoiding the art gallery on the way.,F ( briar_vintage & ~ tribal_home_(interiors) ),Philadelphia #1
Avoid Tribal Home Interiors while on your way to Briar Vintage,F ( briar_vintage & ~ tribal_home_(interiors) ),Philadelphia #1
Move to the vintage clothing store while avoiding the art gallery.,F ( briar_vintage & ~ tribal_home_(interiors) ),Philadelphia #1
Go around Tribal Home first before proceeding on to Briar Vintage.,F ( briar_vintage & ~ tribal_home_(interiors) ),Philadelphia #1
Navigate to Briar Vintage while avoiding Tribal Home(interiors),F ( briar_vintage & ~ tribal_home_(interiors) ),Philadelphia #1
Avoid Tribal Home on your way to Briar Vintage.,F ( briar_vintage & ~ tribal_home_(interiors) ),Philadelphia #1
Make a tight loop around Tribal home before going to Briar Vintage,F ( briar_vintage & ~ tribal_home_(interiors) ),Philadelphia #1
Navigate to Briar Vintage while avoiding Tribal Home (Interiors).,F ( briar_vintage & ~ tribal_home_(interiors) ),Philadelphia #1
Avoid Tribal Home Interiors as  you go around it on your way to Briar Vintage.,F ( briar_vintage & ~ tribal_home_(interiors) ),Philadelphia #1
Pass by the art gallery on your way to Tomo Sushi and Ramen.,F ( tomo_sushi&ramen & ~ tribal_home_(interiors) ),Philadelphia #1
Go to Tomo Sushi & Ramen by avoiding the Tribal Home,F ( tomo_sushi&ramen & ~ tribal_home_(interiors) ),Philadelphia #1
Avoid Tribal Home and continue on to Tomo Sushi & Ramen.,F ( tomo_sushi&ramen & ~ tribal_home_(interiors) ),Philadelphia #1
Avoid Tribal Home Interiors while on your way to Tomo sushi and Ramen,F ( tomo_sushi&ramen & ~ tribal_home_(interiors) ),Philadelphia #1
Avoid Tribal Home and then head straight to Tomo Sushi & Ramen.,F ( tomo_sushi&ramen & ~ tribal_home_(interiors) ),Philadelphia #1
Avoid Tribal Home on your way to Tomo Sushi & Ramen.,F ( tomo_sushi&ramen & ~ tribal_home_(interiors) ),Philadelphia #1
Navigate to Tomo Sushi & Ramen avoiding Tribal Home,F ( tomo_sushi&ramen & ~ tribal_home_(interiors) ),Philadelphia #1
Navigate to Tomo Sushi & Ramen while avoiding Tribal Home (Interiors).,F ( tomo_sushi&ramen & ~ tribal_home_(interiors) ),Philadelphia #1
Stay to the right of Tribal Home Interiors as you go to Tomo Sushi & Ramen.,F ( tomo_sushi&ramen & ~ tribal_home_(interiors) ),Philadelphia #1
Move to Tomo Sushi & Ramen and avoid Tribal Home (Interiors).,F ( tomo_sushi&ramen & ~ tribal_home_(interiors) ),Philadelphia #1
First go to Tribal Home and then stop by Tomo Sushi & Ramen.,F ( tribal_home_(interiors) & F ( tomo_sushi&ramen ) ),Philadelphia #1
Avoid Briar Vintage while on your way to Tomo Sushi and Ramen,F ( tribal_home_(interiors) & F ( tomo_sushi&ramen ) ),Philadelphia #1
Navigate to Tomo Sushi & Ramen after going to Tribal Home(Interiors),F ( tribal_home_(interiors) & F ( tomo_sushi&ramen ) ),Philadelphia #1
Go to the art gallery and to get sushi,F ( tribal_home_(interiors) & F ( tomo_sushi&ramen ) ),Philadelphia #1
Go to Tribal Home (interiors) but avoid Briar Vintange along the way.,F ( tribal_home_(interiors) & F ( tomo_sushi&ramen ) ),Philadelphia #1
"Head to your first stop, Tribal Home, before continuing on to Tomo Sushi & Ramen",F ( tribal_home_(interiors) & F ( tomo_sushi&ramen ) ),Philadelphia #1
Navigate to Tomo Sushi & Ramen while passing through Tribal Home (Interiors).,F ( tribal_home_(interiors) & F ( tomo_sushi&ramen ) ),Philadelphia #1
"Visit Tribal Home Interiors, then proceed to Tomo Sushi and Ramen",F ( tribal_home_(interiors) & F ( tomo_sushi&ramen ) ),Philadelphia #1
Go through Tribal Home Interiors on your way to Tomo Sushi & Ramen.,F ( tribal_home_(interiors) & F ( tomo_sushi&ramen ) ),Philadelphia #1
Go around Brian Vintage to show up at the Sushi & Ramen place.,F ( tribal_home_(interiors) & F ( tomo_sushi&ramen ) ),Philadelphia #1
Proceed to Wawa but do not go through the restaurant.,F ( wawa ),Philadelphia #2
Navigate to Wawa by passing a college house,F ( wawa ),Philadelphia #2
"In nearly a straight line, make your way to Wawa",F ( wawa ),Philadelphia #2
Navigate to Wawa while avoiding Beijing Restaurant.,F ( wawa ),Philadelphia #2
Navigate to Wawa.,F ( wawa ),Philadelphia #2
Avoid Beijing while on your way to wawa,F ( wawa ),Philadelphia #2
Navigate to the Wawa,F ( wawa ),Philadelphia #2
Navigate straight ot Wawa,F ( wawa ),Philadelphia #2
Go straight across the street to Wawa.,F ( wawa ),Philadelphia #2
Go to Wawa.,F ( wawa ),Philadelphia #2
"Go to Wawa, then to the Beijing Restaurant.",F ( wawa & F ( beijing ) ),Philadelphia #2
Navigate to the Beijing Restaurant while avoiding the Wawa.,F ( wawa & F ( beijing ) ),Philadelphia #2
Proceed through Wawa on your way to the Chinese Restaurant.,F ( wawa & F ( beijing ) ),Philadelphia #2
Head to the wawa and from there turn and proceed straight to Beijing Restaraunt,F ( wawa & F ( beijing ) ),Philadelphia #2
"Move over to Wawa, then keep going to Beijing Restaurant.",F ( wawa & F ( beijing ) ),Philadelphia #2
"Stop at Wawa on your way to Beijing Restaurant,",F ( wawa & F ( beijing ) ),Philadelphia #2
Go to Wawa while on your way to Beijing Restaurant,F ( wawa & F ( beijing ) ),Philadelphia #2
Go straight across the street to Wawa and then turn right to Beijing.,F ( wawa & F ( beijing ) ),Philadelphia #2
Heading towards Wawa switch to the left and arrive at Beijing Chinese place.,F ( wawa & F ( beijing ) ),Philadelphia #2
Travel to Wawa and then proceed to Beijing Restaurant.,F ( wawa & F ( beijing ) ),Philadelphia #2
Go to Beijing Restaurant while on your way to 37th St Trolley Station,F ( beijing & F ( 37th_street_station ) ),Philadelphia #2
Navigate to the Beijing Restaurant and then on to the 37th St Trolley Station,F ( beijing & F ( 37th_street_station ) ),Philadelphia #2
Head right through Beijing Restaurant to show up at 37th street station.,F ( beijing & F ( 37th_street_station ) ),Philadelphia #2
Go straight to Beijing and then turn right on to Spruce Street.,F ( beijing & F ( 37th_street_station ) ),Philadelphia #2
"Your first stop is Beijing Restaurant, then from there your second stop is going to be 37th St Trolley Station",F ( beijing & F ( 37th_street_station ) ),Philadelphia #2
Stop at Beijing Restaurant on your way to 37th St Trolley Station.,F ( beijing & F ( 37th_street_station ) ),Philadelphia #2
Visit Beijing Restaurant on the way to the 37th St Trolley Station,F ( beijing & F ( 37th_street_station ) ),Philadelphia #2
Go through the Beijing Restaurant on your way to the 37th St Trolley Station.,F ( beijing & F ( 37th_street_station ) ),Philadelphia #2
"Go to the Beijing Restaurant, then head to the 37th St Trolley Station.",F ( beijing & F ( 37th_street_station ) ),Philadelphia #2
Proceed through the Chinese restaurant on your way to the 37th st trolley Station.,F ( beijing & F ( 37th_street_station ) ),Philadelphia #2
Go straight to 37th Street Station before turning left to head to Wawa.,F ( 37th_street_station & F ( wawa ) ),Philadelphia #2
Head to 37th Street Station then take Spruce Street to Wawa avoiding any other restaurants along the way.,F ( 37th_street_station & F ( wawa ) ),Philadelphia #2
Avoid Beijing Restaurant while on your way to Wawa,F ( 37th_street_station & F ( wawa ) ),Philadelphia #2
First head to the 37th St Trolley and then turn and head to the Wawa,F ( 37th_street_station & F ( wawa ) ),Philadelphia #2
Go to the 37th St Trolley Station and then head back to Beijing Restaurant.,F ( 37th_street_station & F ( wawa ) ),Philadelphia #2
Travel to the trolley station and then to Wawa,F ( 37th_street_station & F ( wawa ) ),Philadelphia #2
Pass the Upper Quad to make your way to 37th St Trolley Station,F ( 37th_street_station & F ( wawa ) ),Philadelphia #2
Move to 37th Street Station adn than navigate to Wawa.,F ( 37th_street_station & F ( wawa ) ),Philadelphia #2
Navigate to the convenience store after you stop at 37th St Trolley Station.,F ( 37th_street_station & F ( wawa ) ),Philadelphia #2
Navigate to the Wawa while passing through the 37th Street Trolley Station.,F ( 37th_street_station & F ( wawa ) ),Philadelphia #2
Go around Wawa and navigate to the 37th Street Station,F ( 37th_street_station & ~ wawa ),Philadelphia #2
Avoid Wawa while on your way to 37th St Trolley Station,F ( 37th_street_station & ~ wawa ),Philadelphia #2
Avoid the Wawa while heading east to the 37th Street Station.,F ( 37th_street_station & ~ wawa ),Philadelphia #2
Avoid Wawa when going to the trolley station,F ( 37th_street_station & ~ wawa ),Philadelphia #2
"Go around Wawa, then head to the 37th St Trolley Station.",F ( 37th_street_station & ~ wawa ),Philadelphia #2
Navigate to 37th St Station while avoiding the Wawa.,F ( 37th_street_station & ~ wawa ),Philadelphia #2
Avoid the Wawa and navigate to 37th St Trolley Station.,F ( 37th_street_station & ~ wawa ),Philadelphia #2
Avoid the convenience store on your way to the 37th St Trolley Station.,F ( 37th_street_station & ~ wawa ),Philadelphia #2
Avoid the convenience store as you head to the rail station.,F ( 37th_street_station & ~ wawa ),Philadelphia #2
Navigate to the 37th Street Trolley Station while avoiding the Wawa.,F ( 37th_street_station & ~ wawa ),Philadelphia #2
Navigate to the 37th Street Station Trolley Station while avoiding the Beijing Restaurant.,F ( 37th_street_station & ~ beijing ),Philadelphia #2
Avoid Beijing and go directly to 37th Street Station.,F ( 37th_street_station & ~ beijing ),Philadelphia #2
Head to the 37th St Trolley Station while avoiding Beijing Restauraunt,F ( 37th_street_station & ~ beijing ),Philadelphia #2
Avoid Beijing Restaurant on your way to 37th Street Station,F ( 37th_street_station & ~ beijing ),Philadelphia #2
"Move to 37th Street Station, please go to the left of Beijing Restaurant on the way there.",F ( 37th_street_station & ~ beijing ),Philadelphia #2
Turn left at Beijing and then head straight to 37th Street Station.,F ( 37th_street_station & ~ beijing ),Philadelphia #2
Go straight and then make a tight turn around Beijing Restaurant before heading to your destination of 37th St Trolley Station,F ( 37th_street_station & ~ beijing ),Philadelphia #2
"Go to 37th Street Station, and stay away from Beijing Restaurant on the way there.",F ( 37th_street_station & ~ beijing ),Philadelphia #2
Avoid Beijing Restaurant while on your way to 37th St Trolley Station,F ( 37th_street_station & ~ beijing ),Philadelphia #2
Move to the rail station and avoid the Chinese restaurant.,F ( 37th_street_station & ~ beijing ),Philadelphia #2
Turn right at the Wawa and head to Beijing.,F ( beijing & ~ wawa ),Philadelphia #2
Navigate to the Beijing Restaurant and avoid Wawa,F ( beijing & ~ wawa ),Philadelphia #2
Go around Wawa on your way to the Beijing Restaurant.,F ( beijing & ~ wawa ),Philadelphia #2
"Head around Wawa on the way to your stop, which is Beijing Restaurant",F ( beijing & ~ wawa ),Philadelphia #2
Avoid Wawa on your way to Beijing Restaurant.,F ( beijing & ~ wawa ),Philadelphia #2
Avoid Wawa while on your way to Beijing Restaurant,F ( beijing & ~ wawa ),Philadelphia #2
Avoid Wawa on way to Chinese Restaurant.,F ( beijing & ~ wawa ),Philadelphia #2
Navigate to Beijing Restaurant while avoiding Wawa.,F ( beijing & ~ wawa ),Philadelphia #2
Avoid the Wawa on your route to Beijing Restaurant,F ( beijing & ~ wawa ),Philadelphia #2
Avoid WaWa as you go around it on your way to the restaurant.,F ( beijing & ~ wawa ),Philadelphia #2
Navigate directly to Nikki & Co. Fine Jewelers,F ( nikki_fine_jewelers ),San Diego #1
Go straight to Nikki Fine Jewelers,F ( nikki_fine_jewelers ),San Diego #1
Go right over to the jewelry store,F ( nikki_fine_jewelers ),San Diego #1
Go to Nikki & Co. Fine Jewelers.,F ( nikki_fine_jewelers ),San Diego #1
Navigate to the jewelers while avoiding the museum.,F ( nikki_fine_jewelers ),San Diego #1
Head straight to Nikki Fine Jewelers.,F ( nikki_fine_jewelers ),San Diego #1
Navigate to the jewelry store.,F ( nikki_fine_jewelers ),San Diego #1
Move to Nikki Co. & Fine Jewelers,F ( nikki_fine_jewelers ),San Diego #1
Go directly to Nikki Fine Jewelers and make no stops along the way.,F ( nikki_fine_jewelers ),San Diego #1
Head  straight to Nikki & Co. Do not stop anywhere else,F ( nikki_fine_jewelers ),San Diego #1
Go to the jewelry store on your way to CVS.,F ( nikki_fine_jewelers & F ( cvs ) ),San Diego #1
When you get to Nikki & Co. Fine Jewelers turn left and head to CVS.,F ( nikki_fine_jewelers & F ( cvs ) ),San Diego #1
Go to Nikki Fine Jewelers while on your way to CVS,F ( nikki_fine_jewelers & F ( cvs ) ),San Diego #1
Navigate to CVS while passing through Nikki & Co Fine Jewelers.,F ( nikki_fine_jewelers & F ( cvs ) ),San Diego #1
Go straight to Nikki Fine Jewelers and then turn right to CVS.,F ( nikki_fine_jewelers & F ( cvs ) ),San Diego #1
Navigate to Nikki & Co. and then to the pharmacy.,F ( nikki_fine_jewelers & F ( cvs ) ),San Diego #1
go to the jewelry store and then to the drug store,F ( nikki_fine_jewelers & F ( cvs ) ),San Diego #1
"Make a straight line to your first stop, which is Nikki & Co. Fine Jewelers, before moving on to your next stop of CVS",F ( nikki_fine_jewelers & F ( cvs ) ),San Diego #1
Proceed first to Nikki & Co. and then turn straight to the CVS. At no point should you go near the William Health Davis House,F ( nikki_fine_jewelers & F ( cvs ) ),San Diego #1
"Go to Nikki & Co. Fine Jewelers, then go to CVS.",F ( nikki_fine_jewelers & F ( cvs ) ),San Diego #1
"Go to CVS, then go to William Heath Davis House Museum.",F ( cvs & F ( william_heath_davis_house_museum ) ),San Diego #1
Navigate to CVS on your way to William Heath Davis House.,F ( cvs & F ( william_heath_davis_house_museum ) ),San Diego #1
Go to the CVS and then head southwest to William Heath Davis House Museum.,F ( cvs & F ( william_heath_davis_house_museum ) ),San Diego #1
Head to CVS and then proceed straight to William Health Davis House.,F ( cvs & F ( william_heath_davis_house_museum ) ),San Diego #1
"When you get to CVS, turn right and head to William Heath Davis House.",F ( cvs & F ( william_heath_davis_house_museum ) ),San Diego #1
Stop at CVS on the way to William Heath Davis House Museum taking the most direct route to either destination.,F ( cvs & F ( william_heath_davis_house_museum ) ),San Diego #1
Navigate to the William Heath Davis House while passing through the CVS.,F ( cvs & F ( william_heath_davis_house_museum ) ),San Diego #1
Make your way through the cvs on your way to the museum.,F ( cvs & F ( william_heath_davis_house_museum ) ),San Diego #1
Make your first stop at CVS before moving on to William Heath Davis House,F ( cvs & F ( william_heath_davis_house_museum ) ),San Diego #1
Go to CVS while on your way to William Heath Davis House Museum,F ( cvs & F ( william_heath_davis_house_museum ) ),San Diego #1
Navigate to the museum while avoiding the jewelers.,F ( william_heath_davis_house_museum & ~ nikki_fine_jewelers ),San Diego #1
Proceed to the museum while avoiding the Jeweler store.,F ( william_heath_davis_house_museum & ~ nikki_fine_jewelers ),San Diego #1
Avoid Nikki & Co. Fine Jewelers on your way to William Heath Davis House Museum.,F ( william_heath_davis_house_museum & ~ nikki_fine_jewelers ),San Diego #1
Navigate around Nikki & Co. on your navigation to William Heath Davis House,F ( william_heath_davis_house_museum & ~ nikki_fine_jewelers ),San Diego #1
Move to William Heath Davis House Museum avoiding Nikki Fine Jewelers.,F ( william_heath_davis_house_museum & ~ nikki_fine_jewelers ),San Diego #1
Stay to the left of the jewelers as you curve around it to get to William Heath Davis House.,F ( william_heath_davis_house_museum & ~ nikki_fine_jewelers ),San Diego #1
Make your way around Nikki & Co. Fine Jewelers and head to William Heath Davis House,F ( william_heath_davis_house_museum & ~ nikki_fine_jewelers ),San Diego #1
Go by the Jewelers then you will be showing up at WIlliam Heath Davis House.,F ( william_heath_davis_house_museum & ~ nikki_fine_jewelers ),San Diego #1
Navigate to the William Heath Davis House and avoid Nikki & Co. Fine Jewelers,F ( william_heath_davis_house_museum & ~ nikki_fine_jewelers ),San Diego #1
Avoid Nikki Fine Jewelers while on your way to William Heath Davis House Museum,F ( william_heath_davis_house_museum & ~ nikki_fine_jewelers ),San Diego #1
Avoid the jewelry store on your way to CVS.,F ( cvs & ~ nikki_fine_jewelers ),San Diego #1
Pass Nikki & Co. Fine Jewelers before making your stop at CVS,F ( cvs & ~ nikki_fine_jewelers ),San Diego #1
Travel below Nikki & Co. Fine Jewelers and then to CVS.,F ( cvs & ~ nikki_fine_jewelers ),San Diego #1
avoid Nikki & Co on the way to the drug store,F ( cvs & ~ nikki_fine_jewelers ),San Diego #1
Stay away from the jewelry store and go to CVS.,F ( cvs & ~ nikki_fine_jewelers ),San Diego #1
Make a right turn at Nikki Fine Jewelers and head straight to CVS.,F ( cvs & ~ nikki_fine_jewelers ),San Diego #1
