pattern_type,props,utterance,true_ltl,old_output_ltl,old_is_correct,new_output_ltl,new_is_correct
global_avoidance,"['h', 'b', 'a', 'c']",you have to avoid h b a and c at all costs,& G ! h & G ! b & G ! a G ! c,& G! h & G! b h & G! a b & G F c G F a,Syntax Error,& G ! h & G ! b h,False
global_avoidance,"['h', 'b', 'a', 'd']",you have to avoid h b a and d at all costs,& G ! h & G ! b & G ! a G ! d,& G! h & G! b h & G! a b & G F d G F a,Syntax Error,& G ! h & G ! b h,False
global_avoidance,"['h', 'b', 'c', 'a']",you have to avoid h b c and a at all costs,& G ! h & G ! b & G ! c G ! a,& G! h & G! b h & G! c b & G F a G F c,Syntax Error,& G ! h & G ! b h,False
global_avoidance,"['h', 'b', 'c', 'd']",you have to avoid h b c and d at all costs,& G ! h & G ! b & G ! c G ! d,& G! h & G! b h & G! c b & G! d c G F d,Syntax Error,& G ! h & G ! b h,False
global_avoidance,"['h', 'b', 'd', 'a']",you have to avoid h b d and a at all costs,& G ! h & G ! b & G ! d G ! a,& G! h & G! b h & G! d b & G! a d G F a,Syntax Error,& G ! h & G ! b h,False
global_avoidance,"['h', 'b', 'd', 'c']",you have to avoid h b d and c at all costs,& G ! h & G ! b & G ! d G ! c,& G! h & G! b h & G! d b & G! c d G F c,Syntax Error,& G ! h & G ! b h,False
global_avoidance,"['h', 'c', 'a', 'b']",you have to avoid h c a and b at all costs,& G ! h & G ! c & G ! a G ! b,& G! c h & G! a c & G F b G F a,Syntax Error,& G ! c h,False
global_avoidance,"['h', 'c', 'a', 'd']",you have to avoid h c a and d at all costs,& G ! h & G ! c & G ! a G ! d,& G! c h & G! a c & G F d G F a,Syntax Error,& G ! c h,False
global_avoidance,"['h', 'c', 'b', 'a']",you have to avoid h c b and a at all costs,& G ! h & G ! c & G ! b G ! a,& G! h & G! c h & G! b c & G F a G F b,Syntax Error,& G ! h & G ! c h,False
global_avoidance,"['h', 'c', 'b', 'd']",you have to avoid h c b and d at all costs,& G ! h & G ! c & G ! b G ! d,& G! c h & G! b c & G! d b G! h,Syntax Error,& G ! c h,False
global_avoidance,"['h', 'c', 'd', 'a']",you have to avoid h c d and a at all costs,& G ! h & G ! c & G ! d G ! a,& G! h & G! c h & G! d c & G F a G F d,Syntax Error,& G ! h & G ! c h,False
global_avoidance,"['h', 'c', 'd', 'b']",you have to avoid h c d and b at all costs,& G ! h & G ! c & G ! d G ! b,& G! h & G! c h & G! d c & G F b G F d,Syntax Error,& G ! h & G ! c h,False
global_avoidance,"['h', 'd', 'a', 'b']",you have to avoid h d a and b at all costs,& G ! h & G ! d & G ! a G ! b,& G! h & G! d h & G! a d & G F b G F a,Syntax Error,& G ! h & G ! d h,False
global_avoidance,"['h', 'd', 'a', 'c']",you have to avoid h d a and c at all costs,& G ! h & G ! d & G ! a G ! c,& G! h & G! d h & G! a d & G F c G F a,Syntax Error,& G ! h & G ! d h,False
global_avoidance,"['h', 'd', 'b', 'a']",you have to avoid h d b and a at all costs,& G ! h & G ! d & G ! b G ! a,& G! h & G! d h & G! b d & G F a G F b,Syntax Error,& G ! h & G ! d h,False
global_avoidance,"['h', 'd', 'b', 'c']",you have to avoid h d b and c at all costs,& G ! h & G ! d & G ! b G ! c,& G! d h & G! b d & G! c b G! h,Syntax Error,& G ! d h,False
global_avoidance,"['h', 'd', 'c', 'a']",you have to avoid h d c and a at all costs,& G ! h & G ! d & G ! c G ! a,& G! h & G! d h & G! c d & G F a G F c,Syntax Error,& G ! h & G ! d h,False
global_avoidance,"['h', 'd', 'c', 'b']",you have to avoid h d c and b at all costs,& G ! h & G ! d & G ! c G ! b,& G! h & G! d h & G! c d & G F b G F c,Syntax Error,& G ! h & G ! d h,False
global_avoidance,"['a', 'b', 'c', 'd', 'h']",never visit a b c d or h,& G ! a & G ! b & G ! c & G ! d G ! h,& G! b a & G! c b & G! d c & G F h G F d,Syntax Error,& G ! b a,False
global_avoidance,"['a', 'b', 'c', 'h', 'd']",never visit a b c h or d,& G ! a & G ! b & G ! c & G ! h G ! d,& G! b a & G! c b & G! h c & G F d G F h,Syntax Error,& G ! b a,False
global_avoidance,"['a', 'b', 'd', 'c', 'h']",never visit a b d c or h,& G ! a & G ! b & G ! d & G ! c G ! h,& G! b a & G! d b & G! c d & G F h G F c,Syntax Error,& G ! b a,False
global_avoidance,"['a', 'b', 'd', 'h', 'c']",never visit a b d h or c,& G ! a & G ! b & G ! d & G ! h G ! c,& G! b a & G! d b & G! h d & G F c G F h,Syntax Error,& G ! b a,False
global_avoidance,"['a', 'b', 'h', 'c', 'd']",never visit a b h c or d,& G ! a & G ! b & G ! h & G ! c G ! d,& G! b a & G! h b & G! c h & G F d G F c,Syntax Error,& G ! b a,False
global_avoidance,"['a', 'b', 'h', 'd', 'c']",never visit a b h d or c,& G ! a & G ! b & G ! h & G ! d G ! c,& G! b a & G! h b & G! d h & G F c G F d,Syntax Error,& G ! b a,False
global_avoidance,"['a', 'c', 'b', 'd', 'h']",never visit a c b d or h,& G ! a & G ! c & G ! b & G ! d G ! h,& G! c a & G! b c & G! d b & G F h G F d,Syntax Error,& G ! c a,False
global_avoidance,"['a', 'c', 'b', 'h', 'd']",never visit a c b h or d,& G ! a & G ! c & G ! b & G ! h G ! d,& G! c a & G! b c & G! h b & G F d G F h,Syntax Error,& G ! c a,False
global_avoidance,"['a', 'c', 'd', 'b', 'h']",never visit a c d b or h,& G ! a & G ! c & G ! d & G ! b G ! h,& G! c a & G! d c & G! b d & G F h G F b,Syntax Error,& G ! c a,False
global_avoidance,"['a', 'c', 'd', 'h', 'b']",never visit a c d h or b,& G ! a & G ! c & G ! d & G ! h G ! b,& G! c a & G! d c & G! h d & G F b G F h,Syntax Error,& G ! c a,False
global_avoidance,"['a', 'c', 'h', 'b', 'd']",never visit a c h b or d,& G ! a & G ! c & G ! h & G ! b G ! d,& G! c a & G! h c & G! b h & G F d G F b,Syntax Error,& G ! c a,False
global_avoidance,"['a', 'c', 'h', 'd', 'b']",never visit a c h d or b,& G ! a & G ! c & G ! h & G ! d G ! b,& G! c a & G! h c & G! d h & G F b G F d,Syntax Error,& G ! c a,False
global_avoidance,"['a', 'd', 'b', 'c', 'h']",never visit a d b c or h,& G ! a & G ! d & G ! b & G ! c G ! h,& G! d a & G! b d & G! c b & G F h G F c,Syntax Error,& G ! d a,False
global_avoidance,"['a', 'd', 'b', 'h', 'c']",never visit a d b h or c,& G ! a & G ! d & G ! b & G ! h G ! c,& G! d a & G! b d & G! h b & G F c G F h,Syntax Error,& G ! d a,False
global_avoidance,"['a', 'd', 'c', 'b', 'h']",never visit a d c b or h,& G ! a & G ! d & G ! c & G ! b G ! h,& G! d a & G! c d & G! b c & G F h G F b,Syntax Error,& G ! d a,False
global_avoidance,"['a', 'd', 'c', 'h', 'b']",never visit a d c h or b,& G ! a & G ! d & G ! c & G ! h G ! b,& G! d a & G! c d & G! h c & G F b G F h,Syntax Error,& G ! d a,False
global_avoidance,"['a', 'd', 'h', 'b', 'c']",never visit a d h b or c,& G ! a & G ! d & G ! h & G ! b G ! c,& G! d a & G! h d & G! b h & G F c G F b,Syntax Error,& G ! d a,False
global_avoidance,"['a', 'd', 'h', 'c', 'b']",never visit a d h c or b,& G ! a & G ! d & G ! h & G ! c G ! b,& G! d a & G! h d & G! c h & G F b G F c,Syntax Error,& G ! d a,False
global_avoidance,"['a', 'h', 'b', 'c', 'd']",never visit a h b c or d,& G ! a & G ! h & G ! b & G ! c G ! d,& G! h a & G! b h & G! c b & G F d G F c,Syntax Error,& G ! h a,False
global_avoidance,"['a', 'h', 'b', 'd', 'c']",never visit a h b d or c,& G ! a & G ! h & G ! b & G ! d G ! c,& G! h a & G! b h & G! d b & G F c G F d,Syntax Error,& G ! h a,False
global_avoidance,"['a', 'h', 'c', 'b', 'd']",never visit a h c b or d,& G ! a & G ! h & G ! c & G ! b G ! d,& G! h a & G! c h & G! b c & G F d G F b,Syntax Error,& G ! h a,False
global_avoidance,"['a', 'h', 'c', 'd', 'b']",never visit a h c d or b,& G ! a & G ! h & G ! c & G ! d G ! b,& G! h a & G! c h & G! d c & G F b G F d,Syntax Error,& G ! h a,False
global_avoidance,"['a', 'h', 'd', 'b', 'c']",never visit a h d b or c,& G ! a & G ! h & G ! d & G ! b G ! c,& G! h a & G! d h & G! b d & G F c G F b,Syntax Error,& G ! h a,False
global_avoidance,"['a', 'h', 'd', 'c', 'b']",never visit a h d c or b,& G ! a & G ! h & G ! d & G ! c G ! b,& G! h a & G! d h & G! c d & G F b G F c,Syntax Error,& G ! h a,False
global_avoidance,"['b', 'a', 'c', 'd', 'h']",never visit b a c d or h,& G ! b & G ! a & G ! c & G ! d G ! h,& G! a b & G! c a & G! d c & G F h G F d,Syntax Error,& G ! a b,False
global_avoidance,"['b', 'a', 'c', 'h', 'd']",never visit b a c h or d,& G ! b & G ! a & G ! c & G ! h G ! d,& G! a b & G! c a & G! h c & G F d G F h,Syntax Error,& G ! a b,False
global_avoidance,"['b', 'a', 'd', 'c', 'h']",never visit b a d c or h,& G ! b & G ! a & G ! d & G ! c G ! h,& G! a b & G! d a & G! c d & G F h G F c,Syntax Error,& G ! a b,False
global_avoidance,"['b', 'a', 'd', 'h', 'c']",never visit b a d h or c,& G ! b & G ! a & G ! d & G ! h G ! c,& G! a b & G! d a & G! h d & G F c G F h,Syntax Error,& G ! a b,False
global_avoidance,"['b', 'a', 'h', 'c', 'd']",never visit b a h c or d,& G ! b & G ! a & G ! h & G ! c G ! d,& G! a b & G! h a & G! c h & G F d G F c,Syntax Error,& G ! a b,False
global_avoidance,"['b', 'a', 'h', 'd', 'c']",never visit b a h d or c,& G ! b & G ! a & G ! h & G ! d G ! c,& G! a b & G! h a & G! d h & G F c G F d,Syntax Error,& G ! a b,False
global_avoidance,"['b', 'c', 'a', 'd', 'h']",never visit b c a d or h,& G ! b & G ! c & G ! a & G ! d G ! h,& G! c b & G! a c & G! d a & G F h G! b,Syntax Error,& G ! c b,False
global_avoidance,"['b', 'c', 'a', 'h', 'd']",never visit b c a h or d,& G ! b & G ! c & G ! a & G ! h G ! d,& G! c b & G! a c & G! h a & G F d G F h,Syntax Error,& G ! c b,False
global_avoidance,"['b', 'c', 'd', 'a', 'h']",never visit b c d a or h,& G ! b & G ! c & G ! d & G ! a G ! h,& G! c b & G! d c & G! a d & G F h G F a,Syntax Error,& G ! c b,False
global_avoidance,"['b', 'c', 'd', 'h', 'a']",never visit b c d h or a,& G ! b & G ! c & G ! d & G ! h G ! a,& G! c b & G! d c & G! h d & G F a G F h,Syntax Error,& G ! c b,False
global_avoidance,"['b', 'c', 'h', 'a', 'd']",never visit b c h a or d,& G ! b & G ! c & G ! h & G ! a G ! d,& G! c b & G! h c & G! a h & G F d G F a,Syntax Error,& G ! c b,False
global_avoidance,"['b', 'c', 'h', 'd', 'a']",never visit b c h d or a,& G ! b & G ! c & G ! h & G ! d G ! a,& G! c b & G! h c & G! d h & G F a G F d,Syntax Error,& G ! c b,False
global_avoidance,"['b', 'd', 'a', 'c', 'h']",never visit b d a c or h,& G ! b & G ! d & G ! a & G ! c G ! h,& G! d b & G! a d & G! c a & G F h G F c,Syntax Error,& G ! d b,False
global_avoidance,"['b', 'd', 'a', 'h', 'c']",never visit b d a h or c,& G ! b & G ! d & G ! a & G ! h G ! c,& G! d b & G! a d & G! h a & G F c G F h,Syntax Error,& G ! d b,False
global_avoidance,"['b', 'd', 'c', 'a', 'h']",never visit b d c a or h,& G ! b & G ! d & G ! c & G ! a G ! h,& G! d b & G! c d & G! a c & G F h G F a,Syntax Error,& G ! d b,False
global_avoidance,"['b', 'd', 'c', 'h', 'a']",never visit b d c h or a,& G ! b & G ! d & G ! c & G ! h G ! a,& G! d b & G! c d & G! h c & G F a G F h,Syntax Error,& G ! d b,False
global_avoidance,"['b', 'd', 'h', 'a', 'c']",never visit b d h a or c,& G ! b & G ! d & G ! h & G ! a G ! c,& G! d b & G! h d & G! a h & G F c G F a,Syntax Error,& G ! d b,False
global_avoidance,"['b', 'd', 'h', 'c', 'a']",never visit b d h c or a,& G ! b & G ! d & G ! h & G ! c G ! a,& G! d b & G! h d & G! c h & G F a G F c,Syntax Error,& G ! d b,False
global_avoidance,"['b', 'h', 'a', 'c', 'd']",never visit b h a c or d,& G ! b & G ! h & G ! a & G ! c G ! d,& G! h b & G! a h & G! c a & G F d G F c,Syntax Error,& G ! h b,False
global_avoidance,"['b', 'h', 'a', 'd', 'c']",never visit b h a d or c,& G ! b & G ! h & G ! a & G ! d G ! c,& G! h b & G! a h & G! d a & G F c G! b,Syntax Error,& G ! h b,False
global_avoidance,"['b', 'h', 'c', 'a', 'd']",never visit b h c a or d,& G ! b & G ! h & G ! c & G ! a G ! d,& G! h b & G! c h & G! a c & G F d G F a,Syntax Error,& G ! h b,False
global_avoidance,"['b', 'h', 'c', 'd', 'a']",never visit b h c d or a,& G ! b & G ! h & G ! c & G ! d G ! a,& G! h b & G! c h & G! d c & G F a G F d,Syntax Error,& G ! h b,False
global_avoidance,"['b', 'h', 'd', 'a', 'c']",never visit b h d a or c,& G ! b & G ! h & G ! d & G ! a G ! c,& G! h b & G! d h & G! a d & G F c G F a,Syntax Error,& G ! h b,False
global_avoidance,"['b', 'h', 'd', 'c', 'a']",never visit b h d c or a,& G ! b & G ! h & G ! d & G ! c G ! a,& G! h b & G! d h & G! c d & G F a G F c,Syntax Error,& G ! h b,False
global_avoidance,"['c', 'a', 'b', 'd', 'h']",never visit c a b d or h,& G ! c & G ! a & G ! b & G ! d G ! h,& G! a c & G! b a & G! d b & G F h G F d,Syntax Error,& G ! a c,False
global_avoidance,"['c', 'a', 'b', 'h', 'd']",never visit c a b h or d,& G ! c & G ! a & G ! b & G ! h G ! d,& G! a c & G! b a & G! h b & G F d G F h,Syntax Error,& G ! a c,False
global_avoidance,"['c', 'a', 'd', 'b', 'h']",never visit c a d b or h,& G ! c & G ! a & G ! d & G ! b G ! h,& G! a c & G! d a & G! b d & G F h G F b,Syntax Error,& G ! a c,False
global_avoidance,"['c', 'a', 'd', 'h', 'b']",never visit c a d h or b,& G ! c & G ! a & G ! d & G ! h G ! b,& G! a c & G! d a & G! h d & G F b G F h,Syntax Error,& G ! a c,False
global_avoidance,"['c', 'a', 'h', 'b', 'd']",never visit c a h b or d,& G ! c & G ! a & G ! h & G ! b G ! d,& G! a c & G! h a & G! b h & G F d G F b,Syntax Error,& G ! a c,False
global_avoidance,"['c', 'a', 'h', 'd', 'b']",never visit c a h d or b,& G ! c & G ! a & G ! h & G ! d G ! b,& G! a c & G! h a & G! d h & G F b G F d,Syntax Error,& G ! a c,False
global_avoidance,"['c', 'b', 'a', 'd', 'h']",never visit c b a d or h,& G ! c & G ! b & G ! a & G ! d G ! h,& G! b c & G! a b & G! d a & G F h G! c,Syntax Error,& G ! b c,False
global_avoidance,"['c', 'b', 'a', 'h', 'd']",never visit c b a h or d,& G ! c & G ! b & G ! a & G ! h G ! d,& G! b c & G! a b & G! h a & G F d G F h,Syntax Error,& G ! b c,False
global_avoidance,"['c', 'b', 'd', 'a', 'h']",never visit c b d a or h,& G ! c & G ! b & G ! d & G ! a G ! h,& G! b c & G! d b & G! a d & G F h G F a,Syntax Error,& G ! b c,False
global_avoidance,"['c', 'b', 'd', 'h', 'a']",never visit c b d h or a,& G ! c & G ! b & G ! d & G ! h G ! a,& G! b c & G! d b & G! h d & G F a G F h,Syntax Error,& G ! b c,False
global_avoidance,"['c', 'b', 'h', 'a', 'd']",never visit c b h a or d,& G ! c & G ! b & G ! h & G ! a G ! d,& G! b c & G! h b & G! a h & G F d G F a,Syntax Error,& G ! b c,False
global_avoidance,"['c', 'b', 'h', 'd', 'a']",never visit c b h d or a,& G ! c & G ! b & G ! h & G ! d G ! a,& G! b c & G! h b & G! d h & G F a G F d,Syntax Error,& G ! b c,False
global_avoidance,"['c', 'd', 'a', 'b', 'h']",never visit c d a b or h,& G ! c & G ! d & G ! a & G ! b G ! h,& G! d c & G! a d & G! b a & G F h G F b,Syntax Error,& G ! d c,False
global_avoidance,"['c', 'd', 'a', 'h', 'b']",never visit c d a h or b,& G ! c & G ! d & G ! a & G ! h G ! b,& G! d c & G! a d & G! h a & G F b G F h,Syntax Error,& G ! d c,False
global_avoidance,"['c', 'd', 'b', 'a', 'h']",never visit c d b a or h,& G ! c & G ! d & G ! b & G ! a G ! h,& G! d c & G! b d & G! a b & G F h G F a,Syntax Error,& G ! d c,False
global_avoidance,"['c', 'd', 'b', 'h', 'a']",never visit c d b h or a,& G ! c & G ! d & G ! b & G ! h G ! a,& G! d c & G! b d & G! h b & G F a G F h,Syntax Error,& G ! d c,False
global_avoidance,"['c', 'd', 'h', 'a', 'b']",never visit c d h a or b,& G ! c & G ! d & G ! h & G ! a G ! b,& G! d c & G! h d & G! a h & G F b G F a,Syntax Error,& G ! d c,False
global_avoidance,"['c', 'd', 'h', 'b', 'a']",never visit c d h b or a,& G ! c & G ! d & G ! h & G ! b G ! a,& G! d c & G! h d & G! b h & G F a G F b,Syntax Error,& G ! d c,False
global_avoidance,"['c', 'h', 'a', 'b', 'd']",never visit c h a b or d,& G ! c & G ! h & G ! a & G ! b G ! d,& G! h c & G! a h & G! b a & G F d G F b,Syntax Error,& G ! h c,False
global_avoidance,"['c', 'h', 'a', 'd', 'b']",never visit c h a d or b,& G ! c & G ! h & G ! a & G ! d G ! b,& G! h c & G! a h & G! d a & G F b G! c,Syntax Error,& G ! h c,False
global_avoidance,"['c', 'h', 'b', 'a', 'd']",never visit c h b a or d,& G ! c & G ! h & G ! b & G ! a G ! d,& G! h c & G! b h & G! a b & G F d G F a,Syntax Error,& G ! h c,False
global_avoidance,"['c', 'h', 'b', 'd', 'a']",never visit c h b d or a,& G ! c & G ! h & G ! b & G ! d G ! a,& G! h c & G! b h & G! d b & G F a G F d,Syntax Error,& G ! h c,False
global_avoidance,"['c', 'h', 'd', 'a', 'b']",never visit c h d a or b,& G ! c & G ! h & G ! d & G ! a G ! b,& G! h c & G! d h & G! a d & G F b G F a,Syntax Error,& G ! h c,False
global_avoidance,"['c', 'h', 'd', 'b', 'a']",never visit c h d b or a,& G ! c & G ! h & G ! d & G ! b G ! a,& G! h c & G! d h & G! b d & G F a G F b,Syntax Error,& G ! h c,False
global_avoidance,"['d', 'a', 'b', 'c', 'h']",never visit d a b c or h,& G ! d & G ! a & G ! b & G ! c G ! h,& G! a d & G! b a & G! c b & G F h G F c,Syntax Error,& G ! a d,False
global_avoidance,"['d', 'a', 'b', 'h', 'c']",never visit d a b h or c,& G ! d & G ! a & G ! b & G ! h G ! c,& G! a d & G! b a & G! h b & G F c G! d,Syntax Error,& G ! a d,False
global_avoidance,"['d', 'a', 'c', 'b', 'h']",never visit d a c b or h,& G ! d & G ! a & G ! c & G ! b G ! h,& G! a d & G! c a & G! b c & G F h G F b,Syntax Error,& G ! a d,False
global_avoidance,"['d', 'a', 'c', 'h', 'b']",never visit d a c h or b,& G ! d & G ! a & G ! c & G ! h G ! b,& G! a d & G! c a & G! h c & G F b G F h,Syntax Error,& G ! a d,False
global_avoidance,"['d', 'a', 'h', 'b', 'c']",never visit d a h b or c,& G ! d & G ! a & G ! h & G ! b G ! c,& G! a d & G! h a & G! b h & G F c G F b,Syntax Error,& G ! a d,False
global_avoidance,"['d', 'a', 'h', 'c', 'b']",never visit d a h c or b,& G ! d & G ! a & G ! h & G ! c G ! b,& G! a d & G! h a & G! c h & G F b G F c,Syntax Error,& G ! a d,False
global_avoidance,"['d', 'b', 'a', 'c', 'h']",never visit d b a c or h,& G ! d & G ! b & G ! a & G ! c G ! h,& G! b d & G! a b & G! c a & G F h G F c,Syntax Error,& G ! b d,False
global_avoidance,"['d', 'b', 'a', 'h', 'c']",never visit d b a h or c,& G ! d & G ! b & G ! a & G ! h G ! c,& G! b d & G! a b & G! h a & G F c G F h,Syntax Error,& G ! b d,False
global_avoidance,"['d', 'b', 'c', 'a', 'h']",never visit d b c a or h,& G ! d & G ! b & G ! c & G ! a G ! h,& G! b d & G! c b & G! a c & G F h G F a,Syntax Error,& G ! b d,False
global_avoidance,"['d', 'b', 'c', 'h', 'a']",never visit d b c h or a,& G ! d & G ! b & G ! c & G ! h G ! a,& G! b d & G! c b & G! h c & G F a G F h,Syntax Error,& G ! b d,False
global_avoidance,"['d', 'b', 'h', 'a', 'c']",never visit d b h a or c,& G ! d & G ! b & G ! h & G ! a G ! c,& G! b d & G! h b & G! a h & G F c G F a,Syntax Error,& G ! b d,False
global_avoidance,"['d', 'b', 'h', 'c', 'a']",never visit d b h c or a,& G ! d & G ! b & G ! h & G ! c G ! a,& G! b d & G! h b & G! c h & G F a G F c,Syntax Error,& G ! b d,False
global_avoidance,"['d', 'c', 'a', 'b', 'h']",never visit d c a b or h,& G ! d & G ! c & G ! a & G ! b G ! h,& G! c d & G! a c & G! b a & G F h G F b,Syntax Error,& G ! c d,False
global_avoidance,"['d', 'c', 'a', 'h', 'b']",never visit d c a h or b,& G ! d & G ! c & G ! a & G ! h G ! b,& G! c d & G! a c & G! h a & G F b G F h,Syntax Error,& G ! c d,False
global_avoidance,"['d', 'c', 'b', 'a', 'h']",never visit d c b a or h,& G ! d & G ! c & G ! b & G ! a G ! h,& G! c d & G! b c & G! a b & G F h G F a,Syntax Error,& G ! c d,False
global_avoidance,"['d', 'c', 'b', 'h', 'a']",never visit d c b h or a,& G ! d & G ! c & G ! b & G ! h G ! a,& G! c d & G! b c & G! h b & G F a G F h,Syntax Error,& G ! c d,False
global_avoidance,"['d', 'c', 'h', 'a', 'b']",never visit d c h a or b,& G ! d & G ! c & G ! h & G ! a G ! b,& G! c d & G! h c & G! a h & G F b G F a,Syntax Error,& G ! c d,False
global_avoidance,"['d', 'c', 'h', 'b', 'a']",never visit d c h b or a,& G ! d & G ! c & G ! h & G ! b G ! a,& G! c d & G! h c & G! b h & G F a G F b,Syntax Error,& G ! c d,False
global_avoidance,"['d', 'h', 'a', 'b', 'c']",never visit d h a b or c,& G ! d & G ! h & G ! a & G ! b G ! c,& G! h d & G! a h & G! b a & G F c G F b,Syntax Error,& G ! h d,False
global_avoidance,"['d', 'h', 'a', 'c', 'b']",never visit d h a c or b,& G ! d & G ! h & G ! a & G ! c G ! b,& G! h d & G! a h & G! c a & G F b G F c,Syntax Error,& G ! h d,False
global_avoidance,"['d', 'h', 'b', 'a', 'c']",never visit d h b a or c,& G ! d & G ! h & G ! b & G ! a G ! c,& G! h d & G! b h & G! a b & G F c G! d,Syntax Error,& G ! h d,False
global_avoidance,"['d', 'h', 'b', 'c', 'a']",never visit d h b c or a,& G ! d & G ! h & G ! b & G ! c G ! a,& G! h d & G! b h & G! c b & G F a G F c,Syntax Error,& G ! h d,False
global_avoidance,"['d', 'h', 'c', 'a', 'b']",never visit d h c a or b,& G ! d & G ! h & G ! c & G ! a G ! b,& G! h d & G! c h & G! a c & G F b G F a,Syntax Error,& G ! h d,False
global_avoidance,"['d', 'h', 'c', 'b', 'a']",never visit d h c b or a,& G ! d & G ! h & G ! c & G ! b G ! a,& G! h d & G! c h & G! b c & G F a G F b,Syntax Error,& G ! h d,False
global_avoidance,"['h', 'a', 'b', 'c', 'd']",never visit h a b c or d,& G ! h & G ! a & G ! b & G ! c G ! d,& G! a h & G! b a & G! c b & G F d G F c,Syntax Error,& G ! a h,False
global_avoidance,"['h', 'a', 'b', 'd', 'c']",never visit h a b d or c,& G ! h & G ! a & G ! b & G ! d G ! c,& G! a h & G! b a & G! d b & G F c G F d,Syntax Error,& G ! a h,False
global_avoidance,"['h', 'a', 'c', 'b', 'd']",never visit h a c b or d,& G ! h & G ! a & G ! c & G ! b G ! d,& G! a h & G! c a & G! b c & G F d G F b,Syntax Error,& G ! a h,False
global_avoidance,"['h', 'a', 'c', 'd', 'b']",never visit h a c d or b,& G ! h & G ! a & G ! c & G ! d G ! b,& G! a h & G! c a & G! d c & G F b G F d,Syntax Error,& G ! a h,False
global_avoidance,"['h', 'a', 'd', 'b', 'c']",never visit h a d b or c,& G ! h & G ! a & G ! d & G ! b G ! c,& G! a h & G! d a & G! b d & G F c G F b,Syntax Error,& G ! a h,False
global_avoidance,"['h', 'a', 'd', 'c', 'b']",never visit h a d c or b,& G ! h & G ! a & G ! d & G ! c G ! b,& G! a h & G! d a & G! c d & G F b G F c,Syntax Error,& G ! a h,False
global_avoidance,"['h', 'b', 'a', 'c', 'd']",never visit h b a c or d,& G ! h & G ! b & G ! a & G ! c G ! d,& G! b h & G! a b & G! c a & G F d G F c,Syntax Error,& G ! b h,False
global_avoidance,"['h', 'b', 'a', 'd', 'c']",never visit h b a d or c,& G ! h & G ! b & G ! a & G ! d G ! c,& G! b h & G! a b & G! d a & G F c G! h,Syntax Error,& G ! b h,False
global_avoidance,"['h', 'b', 'c', 'a', 'd']",never visit h b c a or d,& G ! h & G ! b & G ! c & G ! a G ! d,& G! b h & G! c b & G! a c & G F d G F a,Syntax Error,& G ! b h,False
global_avoidance,"['h', 'b', 'c', 'd', 'a']",never visit h b c d or a,& G ! h & G ! b & G ! c & G ! d G ! a,& G! b h & G! c b & G! d c & G F a G F d,Syntax Error,& G ! b h,False
global_avoidance,"['h', 'b', 'd', 'a', 'c']",never visit h b d a or c,& G ! h & G ! b & G ! d & G ! a G ! c,& G! b h & G! d b & G! a d & G F c G F a,Syntax Error,& G ! b h,False
global_avoidance,"['h', 'b', 'd', 'c', 'a']",never visit h b d c or a,& G ! h & G ! b & G ! d & G ! c G ! a,& G! b h & G! d b & G! c d & G F a G F c,Syntax Error,& G ! b h,False
global_avoidance,"['h', 'c', 'a', 'b', 'd']",never visit h c a b or d,& G ! h & G ! c & G ! a & G ! b G ! d,& G! c h & G! a c & G! b a & G F d G F b,Syntax Error,& G ! c h,False
global_avoidance,"['h', 'c', 'a', 'd', 'b']",never visit h c a d or b,& G ! h & G ! c & G ! a & G ! d G ! b,& G! c h & G! a c & G! d a & G F b G F d,Syntax Error,& G ! c h,False
global_avoidance,"['h', 'c', 'b', 'a', 'd']",never visit h c b a or d,& G ! h & G ! c & G ! b & G ! a G ! d,& G! c h & G! b c & G! a b & G F d G F a,Syntax Error,& G ! c h,False
global_avoidance,"['h', 'c', 'b', 'd', 'a']",never visit h c b d or a,& G ! h & G ! c & G ! b & G ! d G ! a,& G! c h & G! b c & G! d b & G F a G F d,Syntax Error,& G ! c h,False
global_avoidance,"['h', 'c', 'd', 'a', 'b']",never visit h c d a or b,& G ! h & G ! c & G ! d & G ! a G ! b,& G! c h & G! d c & G! a d & G F b G F a,Syntax Error,& G ! c h,False
global_avoidance,"['h', 'c', 'd', 'b', 'a']",never visit h c d b or a,& G ! h & G ! c & G ! d & G ! b G ! a,& G! c h & G! d c & G! b d & G F a G F b,Syntax Error,& G ! c h,False
global_avoidance,"['h', 'd', 'a', 'b', 'c']",never visit h d a b or c,& G ! h & G ! d & G ! a & G ! b G ! c,& G! d h & G! a d & G! b a & G F c G F b,Syntax Error,& G ! d h,False
global_avoidance,"['h', 'd', 'a', 'c', 'b']",never visit h d a c or b,& G ! h & G ! d & G ! a & G ! c G ! b,& G! d h & G! a d & G! c a & G F b G F c,Syntax Error,& G ! d h,False
global_avoidance,"['h', 'd', 'b', 'a', 'c']",never visit h d b a or c,& G ! h & G ! d & G ! b & G ! a G ! c,& G! d h & G! b d & G! a b & G F c G F a,Syntax Error,& G ! d h,False
global_avoidance,"['h', 'd', 'b', 'c', 'a']",never visit h d b c or a,& G ! h & G ! d & G ! b & G ! c G ! a,& G! d h & G! b d & G! c b & G F a G F c,Syntax Error,& G ! d h,False
